"ScrapeDatetime","Year","Country","Goods","ExportWeightTon","ExportValueKUSD","ImportWeightTon","ImportValueKUSD","BalanceOfTradeKUSD"
"2025-01-06 02:45","2024","Afghanistan","Edible fruit and nuts; peel of citrus fruit or melons","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Coffee, tea, mate and spices","                   0.0","                   0","                   0.0","                   8","                  -8"
"2025-01-06 02:45","2024","Afghanistan","Cereals","               4,896.0","               1,351","                   0.0","                   0","               1,351"
"2025-01-06 02:45","2024","Afghanistan","Sugars and sugar confectionery","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Preparations of cereals, flour, starch or milk; pastrycooks' products","                  41.0","                 221","                   0.0","                   0","                 221"
"2025-01-06 02:45","2024","Afghanistan","Miscellaneous edible preparations","               1,109.0","               2,270","                   0.0","                   0","               2,270"
"2025-01-06 02:45","2024","Afghanistan","Beverages, spirits and vinegar","              12,822.0","              13,331","                   0.0","                   0","              13,331"
"2025-01-06 02:45","2024","Afghanistan","Salt; sulphur; earths and stone; plastering materials, lime and cement","                   0.0","                   0","               1,099.4","                 667","                -667"
"2025-01-06 02:45","2024","Afghanistan","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","                  44.0","                 201","                   0.0","                   0","                 201"
"2025-01-06 02:45","2024","Afghanistan","Organic chemicals","                 942.0","               1,389","                   0.0","                   0","               1,389"
"2025-01-06 02:45","2024","Afghanistan","Pharmaceutical products","                  17.2","               6,319","                   0.0","                   1","               6,319"
"2025-01-06 02:45","2024","Afghanistan","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","                  41.2","                 210","                   0.0","                   0","                 210"
"2025-01-06 02:45","2024","Afghanistan","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","                   0.0","                   0","                   0.0","                   1","                  -1"
"2025-01-06 02:45","2024","Afghanistan","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparation with a basis of plaster","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Albuminoidal substances; modified starches; glues; enzymes","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Miscellaneous chemical products","                  30.7","                 681","                   0.0","                   0","                 681"
"2025-01-06 02:45","2024","Afghanistan","Plastics and articles thereof","                  34.6","                  18","                   0.0","                   1","                  18"
"2025-01-06 02:45","2024","Afghanistan","Rubber and articles thereof","                 242.9","                  71","                   0.0","                   0","                  71"
"2025-01-06 02:45","2024","Afghanistan","Raw hides and skins (other than furskins) and leather","                  24.5","                  15","                   0.0","                   0","                  15"
"2025-01-06 02:45","2024","Afghanistan","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)","                   0.0","                   0","                   0.0","                   1","                  -1"
"2025-01-06 02:45","2024","Afghanistan","Wood and articles of wood; wood charcoal","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Pulp of wood or of other fibrous cellulosic materials; recovered (waste and scrap) paper or paperboard","               1,373.8","                 326","                   0.0","                   0","                 326"
"2025-01-06 02:45","2024","Afghanistan","Paper and paperboard; articles of paper pulp, of paper or of paperboard","                   0.1","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Printed books, newspapers, picturesand other products of the printing industry; manuscripts, typescripts and plans","                   0.0","                   0","                   0.2","                   3","                  -3"
"2025-01-06 02:45","2024","Afghanistan","Man-made filaments; strip and the like of man-made textile materials","               1,154.0","               1,325","                   0.0","                   0","               1,325"
"2025-01-06 02:45","2024","Afghanistan","Man-made staple fibres","                   8.2","                  70","                   0.0","                   0","                  70"
"2025-01-06 02:45","2024","Afghanistan","Carpets and other textile floor coverings","                   0.0","                   0","                   0.1","                   4","                  -4"
"2025-01-06 02:45","2024","Afghanistan","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","                   0.0","                   0","                   0.1","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","                  89.6","                  99","                   0.0","                   0","                  99"
"2025-01-06 02:45","2024","Afghanistan","Knitted or crocheted fabrics","                 124.5","               1,099","                   0.0","                   0","               1,099"
"2025-01-06 02:45","2024","Afghanistan","Articles of apparel and clothing accessories, knitted or crocheted","                   0.0","                   0","                   0.1","                   9","                  -9"
"2025-01-06 02:45","2024","Afghanistan","Articles of apparel and clothing accessories, not knitted or crocheted","                   0.0","                   0","                   0.1","                  27","                 -27"
"2025-01-06 02:45","2024","Afghanistan","Other made up textile articles; sets; worn clothing and worn textile articles; rags","                   0.1","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Footwear, gaiters and the like; parts of such articles","                   0.0","                   0","                   0.0","                   3","                  -3"
"2025-01-06 02:45","2024","Afghanistan","Headgear and parts thereof","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Glass and glassware","                   0.0","                   0","                   0.0","                   1","                  -1"
"2025-01-06 02:45","2024","Afghanistan","Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","                   0.0","                   0","                   0.0","                   1","                  -1"
"2025-01-06 02:45","2024","Afghanistan","Articles of iron or steel","                   6.8","                  18","                   0.0","                   0","                  18"
"2025-01-06 02:45","2024","Afghanistan","Aluminium and articles thereof","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Other base metals; cermets; articles thereof","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Afghanistan","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","                   0.0","                   0","                   0.0","                   1","                  -1"
"2025-01-06 02:45","2024","Afghanistan","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","                 173.2","                 200","                   0.0","                   1","                 199"
"2025-01-06 02:45","2024","Afghanistan","Chapter 85 Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","                  34.3","                  66","                   0.1","                   7","                  60"
"2025-01-06 02:45","2024","Afghanistan","Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","               1,551.9","               1,553","                   0.0","                   2","               1,552"
"2025-01-06 02:45","2024","Afghanistan","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","                  14.3","                 792","                   0.0","                   2","                 790"
"2025-01-06 02:45","2024","Afghanistan","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; luminaires and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings","                  51.9","                  10","                   0.0","                   0","                  10"
"2025-01-06 02:45","2024","Afghanistan","Toys, games and sports requisites; parts and accessories thereof","                  61.4","                  52","                   0.0","                   0","                  52"
"2025-01-06 02:45","2024","Afghanistan","Miscellanous manufactured articles","                   0.6","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Aland Islands","Articles of apparel and clothing accessories, knitted or crocheted","                   0.0","                   0","                   0.0","                   5","                  -5"
"2025-01-06 02:45","2024","Aland Islands","Chapter 85 Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Albania","Fish and crustaceans, molluscs and other aquatic invertebrates","                 125.2","                 360","                  50.1","                 990","                -630"
"2025-01-06 02:45","2024","Albania","Edible vegetables and certain roots and tubers","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Albania","Coffee, tea, mate and spices","                   0.1","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Albania","Oil seeds and oleaginous fruits;miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","                   0.3","                  56","                  11.4","                  96","                 -40"
"2025-01-06 02:45","2024","Albania","Vegetable plaiting materials; vegetable products not elsewhere specified or included","                   0.0","                   0","                   0.4","                   6","                  -6"
"2025-01-06 02:45","2024","Albania","Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Albania","Preparations of meat, of fish, of crustaceans, molluscs or other aquatic invertebrates, or of insects","                   0.0","                   0","                  32.4","                 549","                -548"
"2025-01-06 02:45","2024","Albania","Sugars and sugar confectionery","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Albania","Preparations of cereals, flour, starch or milk; pastrycooks' products","                   0.2","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Albania","Preparations of vegetables, fruit, nuts or other parts of plants","                   0.1","                   2","                   0.0","                   0","                   2"
"2025-01-06 02:45","2024","Albania","Miscellaneous edible preparations","                   0.7","                   9","                   0.9","                  25","                 -16"
"2025-01-06 02:45","2024","Albania","Beverages, spirits and vinegar","                 136.5","                 117","                   0.0","                   0","                 117"
"2025-01-06 02:45","2024","Albania","Salt; sulphur; earths and stone; plastering materials, lime and cement","                   0.0","                   0","                  45.5","                  47","                 -47"
"2025-01-06 02:45","2024","Albania","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","                   0.2","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Albania","Organic chemicals","                 941.1","               1,782","                   0.0","                   0","               1,782"
"2025-01-06 02:45","2024","Albania","Pharmaceutical products","                   5.7","               2,105","                   0.6","                 549","               1,556"
"2025-01-06 02:45","2024","Albania","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Albania","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","                 126.6","               5,360","                   0.4","                  34","               5,326"
"2025-01-06 02:45","2024","Albania","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparation with a basis of plaster","                  12.9","                 413","                   0.0","                   0","                 413"
"2025-01-06 02:45","2024","Albania","Albuminoidal substances; modified starches; glues; enzymes","                   5.0","                  21","                   0.0","                   0","                  21"
"2025-01-06 02:45","2024","Albania","Miscellaneous chemical products","                   0.5","                  36","                   0.0","                   0","                  36"
"2025-01-06 02:45","2024","Albania","Plastics and articles thereof","               2,247.4","               4,981","                   0.0","                   0","               4,981"
"2025-01-06 02:45","2024","Albania","Rubber and articles thereof","                  53.7","                 553","                   0.0","                   1","                 551"
"2025-01-06 02:45","2024","Albania","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)","                   0.0","                   1","                   0.3","                  62","                 -61"
"2025-01-06 02:45","2024","Albania","Wood and articles of wood; wood charcoal","                   0.0","                   0","                   0.1","                   3","                  -3"
"2025-01-06 02:45","2024","Albania","Paper and paperboard; articles of paper pulp, of paper or of paperboard","                 224.7","                 438","                  35.8","                 418","                  20"
"2025-01-06 02:45","2024","Albania","Printed books, newspapers, picturesand other products of the printing industry; manuscripts, typescripts and plans","                   0.1","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Albania","Man-made staple fibres","                  47.0","                  40","                   0.0","                   0","                  40"
"2025-01-06 02:45","2024","Albania","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","                   1.8","                  17","                   0.0","                   0","                  17"
"2025-01-06 02:45","2024","Albania","Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Albania","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","                  54.9","                 978","                   0.0","                   0","                 978"
"2025-01-06 02:45","2024","Albania","Articles of apparel and clothing accessories, knitted or crocheted","                   0.0","                   4","                   4.0","                 795","                -791"
"2025-01-06 02:45","2024","Albania","Articles of apparel and clothing accessories, not knitted or crocheted","                   0.0","                   4","                  10.1","               3,684","              -3,680"
"2025-01-06 02:45","2024","Albania","Other made up textile articles; sets; worn clothing and worn textile articles; rags","                   0.1","                   3","                   0.6","                  36","                 -33"
"2025-01-06 02:45","2024","Albania","Footwear, gaiters and the like; parts of such articles","                   0.0","                   0","                  11.3","                 949","                -949"
"2025-01-06 02:45","2024","Albania","Headgear and parts thereof","                   0.0","                   0","                   0.0","                  17","                 -16"
"2025-01-06 02:45","2024","Albania","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Albania","Articles of stone, plaster, cement, asbestos, mica or similar materials","                   0.0","                   0","                  45.8","                  47","                 -47"
"2025-01-06 02:45","2024","Albania","Ceramic products","                   0.0","                   0","                   0.1","                   2","                  -2"
"2025-01-06 02:45","2024","Albania","Glass and glassware","                   0.1","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Albania","Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Albania","Articles of iron or steel","                   0.3","                   2","                   0.0","                   0","                   2"
"2025-01-06 02:45","2024","Albania","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","                   2.1","                  26","                   0.0","                   0","                  26"
"2025-01-06 02:45","2024","Albania","Miscellaneous articles of base metal","                  16.6","                  38","                   0.0","                   7","                  30"
"2025-01-06 02:45","2024","Albania","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","                  78.6","               1,323","                   0.1","                  11","               1,312"
"2025-01-06 02:45","2024","Albania","Chapter 85 Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","                 755.4","              12,311","                   0.1","                   3","              12,308"
"2025-01-06 02:45","2024","Albania","Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","              43,385.9","             159,259","                   0.6","                  33","             159,226"
"2025-01-06 02:45","2024","Albania","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","                  22.5","               9,321","                   0.6","                 190","               9,132"
"2025-01-06 02:45","2024","Albania","Clocks and watches and parts thereof","                   0.0","                  25","                   0.0","                   0","                  25"
"2025-01-06 02:45","2024","Albania","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; luminaires and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings","                   0.0","                   0","                   1.1","                  37","                 -37"
"2025-01-06 02:45","2024","Albania","Toys, games and sports requisites; parts and accessories thereof","                   0.1","                   8","                   0.0","                   0","                   8"
"2025-01-06 02:45","2024","Albania","Miscellanous manufactured articles","                   0.2","                   7","                   0.0","                   0","                   7"
"2025-01-06 02:45","2024","Algeria","Fish and crustaceans, molluscs and other aquatic invertebrates","                   0.0","                   0","                  93.2","               2,029","              -2,029"
"2025-01-06 02:45","2024","Algeria","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","                   1.3","                   6","                   0.0","                   0","                   6"
"2025-01-06 02:45","2024","Algeria","Edible vegetables and certain roots and tubers","                   0.5","                   2","                   0.0","                   0","                   2"
"2025-01-06 02:45","2024","Algeria","Edible fruit and nuts; peel of citrus fruit or melons","                   0.0","                   0","                  20.3","                  38","                 -38"
"2025-01-06 02:45","2024","Algeria","Coffee, tea, mate and spices","                   0.8","                   3","                   0.0","                   0","                   3"
"2025-01-06 02:45","2024","Algeria","Cereals","                   1.0","                   4","                   0.0","                   0","                   4"
"2025-01-06 02:45","2024","Algeria","Products of the milling industry; malt; starches; inulin; wheat gluten","                   0.1","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Algeria","Oil seeds and oleaginous fruits;miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","                   1.2","                  77","                   0.0","                   0","                  77"
"2025-01-06 02:45","2024","Algeria","Lac; gums, resins and other vegetable saps and extracts","                   0.1","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","                   0.6","                   3","                   0.0","                   0","                   3"
"2025-01-06 02:45","2024","Algeria","Sugars and sugar confectionery","                   0.1","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Cocoa and cocoa preparations","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","Algeria","Preparations of cereals, flour, starch or milk; pastrycooks' products","                   1.6","                   7","                   0.1","                   1","                   7"
"2025-01-06 02:45","2024","Algeria","Preparations of vegetables, fruit, nuts or other parts of plants","                   0.8","                   3","                   0.0","                   0","                   3"
"2025-01-06 02:45","2024","Algeria","Miscellaneous edible preparations","                   1.0","                   5","                   0.0","                   0","                   4"
"2025-01-06 02:45","2024","Algeria","Beverages, spirits and vinegar","                   0.0","                   0","                   0.1","                   0","                  -0"
"2025-01-06 02:45","2024","Algeria","Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body","                   4.7","                   6","                   0.0","                   0","                   6"
"2025-01-06 02:45","2024","Algeria","Salt; sulphur; earths and stone; plastering materials, lime and cement","                   0.1","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Ores, slag and ash","                   0.0","                   0","                  86.3","                  59","                 -59"
"2025-01-06 02:45","2024","Algeria","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","                  23.6","                 332","           4,766,891.8","           3,342,153","          -3,341,821"
"2025-01-06 02:45","2024","Algeria","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","                   0.3","                   7","                   0.0","                   0","                   7"
"2025-01-06 02:45","2024","Algeria","Organic chemicals","                 346.1","               1,316","                   0.0","                   0","               1,316"
"2025-01-06 02:45","2024","Algeria","Pharmaceutical products","                 192.0","              16,935","                   0.0","                   0","              16,935"
"2025-01-06 02:45","2024","Algeria","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","                 255.1","               1,247","                   0.0","                   0","               1,247"
"2025-01-06 02:45","2024","Algeria","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","                   1.5","                 183","                   0.0","                   0","                 183"
"2025-01-06 02:45","2024","Algeria","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparation with a basis of plaster","                  60.4","                 225","                   0.0","                   0","                 225"
"2025-01-06 02:45","2024","Algeria","Albuminoidal substances; modified starches; glues; enzymes","                   4.5","                  73","                   0.0","                   0","                  73"
"2025-01-06 02:45","2024","Algeria","Miscellaneous chemical products","                 192.1","               2,953","                   0.1","                   0","               2,953"
"2025-01-06 02:45","2024","Algeria","Plastics and articles thereof","              30,999.2","              45,355","                   0.0","                   0","              45,355"
"2025-01-06 02:45","2024","Algeria","Rubber and articles thereof","               1,752.7","               5,931","                   0.0","                   0","               5,931"
"2025-01-06 02:45","2024","Algeria","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)","                   0.1","                   2","                   0.0","                   7","                  -5"
"2025-01-06 02:45","2024","Algeria","Wood and articles of wood; wood charcoal","                   0.2","                   5","                   0.0","                   0","                   5"
"2025-01-06 02:45","2024","Algeria","Paper and paperboard; articles of paper pulp, of paper or of paperboard","                  66.2","                 346","                   0.0","                   0","                 346"
"2025-01-06 02:45","2024","Algeria","Printed books, newspapers, picturesand other products of the printing industry; manuscripts, typescripts and plans","                   1.7","                   4","                   0.0","                   0","                   4"
"2025-01-06 02:45","2024","Algeria","Man-made filaments; strip and the like of man-made textile materials","                  44.3","                 412","                   0.0","                   0","                 412"
"2025-01-06 02:45","2024","Algeria","Man-made staple fibres","                 532.1","                 683","                   0.0","                   0","                 683"
"2025-01-06 02:45","2024","Algeria","Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof","                  31.8","                 645","                   0.0","                   0","                 645"
"2025-01-06 02:45","2024","Algeria","Carpets and other textile floor coverings","                   0.0","                   0","                  47.8","                 224","                -224"
"2025-01-06 02:45","2024","Algeria","Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use","                   0.3","                   3","                   0.0","                   0","                   3"
"2025-01-06 02:45","2024","Algeria","Knitted or crocheted fabrics","                 141.0","                 885","                   0.0","                   0","                 885"
"2025-01-06 02:45","2024","Algeria","Articles of apparel and clothing accessories, knitted or crocheted","                  10.1","                  53","                   0.0","                   0","                  52"
"2025-01-06 02:45","2024","Algeria","Articles of apparel and clothing accessories, not knitted or crocheted","                   0.2","                  10","                   0.1","                   2","                   8"
"2025-01-06 02:45","2024","Algeria","Other made up textile articles; sets; worn clothing and worn textile articles; rags","                   0.1","                   1","                  10.4","                  11","                 -11"
"2025-01-06 02:45","2024","Algeria","Footwear, gaiters and the like; parts of such articles","                   0.1","                   4","                   0.0","                   0","                   4"
"2025-01-06 02:45","2024","Algeria","Headgear and parts thereof","                   0.0","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Algeria","Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Articles of stone, plaster, cement, asbestos, mica or similar materials","                   7.1","                 128","                   0.0","                   0","                 128"
"2025-01-06 02:45","2024","Algeria","Ceramic products","                   0.0","                   7","                   0.0","                   0","                   7"
"2025-01-06 02:45","2024","Algeria","Glass and glassware","                  34.6","                 199","                   0.0","                   0","                 199"
"2025-01-06 02:45","2024","Algeria","Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Iron and steel","               1,654.8","               3,528","                   0.0","                   0","               3,528"
"2025-01-06 02:45","2024","Algeria","Articles of iron or steel","               2,720.0","               6,182","                   0.0","                   0","               6,182"
"2025-01-06 02:45","2024","Algeria","Copper and articles thereof","                   1.7","                  33","                   0.0","                   0","                  33"
"2025-01-06 02:45","2024","Algeria","Nickel and articles thereof","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Aluminium and articles thereof","                  21.5","                 232","                 365.8","                 704","                -473"
"2025-01-06 02:45","2024","Algeria","Other base metals; cermets; articles thereof","                   0.1","                  41","                   0.0","                   0","                  41"
"2025-01-06 02:45","2024","Algeria","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal","                  65.6","                 668","                   0.0","                   0","                 668"
"2025-01-06 02:45","2024","Algeria","Miscellaneous articles of base metal","                  87.2","                 388","                   0.0","                   0","                 388"
"2025-01-06 02:45","2024","Algeria","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","               8,550.6","              76,046","                   3.9","                  32","              76,014"
"2025-01-06 02:45","2024","Algeria","Chapter 85 Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles","                 661.5","              11,205","                   0.0","                   0","              11,205"
"2025-01-06 02:45","2024","Algeria","Chapter 86 Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds","                  81.1","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof","               7,981.3","              67,764","                   0.0","                   2","              67,762"
"2025-01-06 02:45","2024","Algeria","Ships, boats and floating structures","                   0.1","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","Algeria","Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof","                 230.8","              16,168","                   0.0","                   1","              16,167"
"2025-01-06 02:45","2024","Algeria","Clocks and watches and parts thereof","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","Algeria","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; luminaires and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings","                   3.9","                 168","                   0.0","                   0","                 168"
"2025-01-06 02:45","2024","Algeria","Toys, games and sports requisites; parts and accessories thereof","                  29.6","                 529","                   0.0","                   0","                 529"
"2025-01-06 02:45","2024","Algeria","Miscellanous manufactured articles","                   0.6","                  80","                   0.0","                   0","                  80"
"2025-01-06 02:45","2024","Algeria","Works of art, collectors' pieces and antiques","                   0.0","                   0","                   0.0","                   0","                  -0"
"2025-01-06 02:45","2024","American Samoa","Fish and crustaceans, molluscs and other aquatic invertebrates","               2,000.0","               2,613","                   0.0","                   0","               2,613"
"2025-01-06 02:45","2024","American Samoa","Oil seeds and oleaginous fruits;miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","                   0.0","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","American Samoa","Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","                   0.1","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","American Samoa","Preparations of cereals, flour, starch or milk; pastrycooks' products","                 365.1","               1,944","                   0.0","                   0","               1,944"
"2025-01-06 02:45","2024","American Samoa","Miscellaneous edible preparations","                   1.1","                   5","                   0.0","                   0","                   5"
"2025-01-06 02:45","2024","American Samoa","Beverages, spirits and vinegar","                   0.8","                   1","                   0.0","                   0","                   1"
"2025-01-06 02:45","2024","American Samoa","Residues and waste from the food industries; prepared animal fodder","                   0.0","                   0","               2,594.8","               3,359","              -3,359"
"2025-01-06 02:45","2024","American Samoa","Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body","                   0.3","                   0","                   0.0","                   0","                   0"
"2025-01-06 02:45","2024","American Samoa","Salt; sulphur; earths and stone; plastering materials, lime and cement","                  60.3","                 110","                   0.0","                   0","                 110"
"2025-01-06 02:45","2024","American Samoa","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","                 305.2","                 893","                   0.0","                   0","                 893"
"2025-01-06 02:45","2024","American Samoa","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","                 135.6","                  97","                   0.0","                   0","                  97"
"2025-01-06 02:45","2024","American Samoa","Organic chemicals","                   0.2","                   2","                   0.0","                   0","                   2"
"2025-01-06 02:45","2024","American Samoa","Fertilisers","                  39.9","                  19","                   0.0","                   0","                  19"
"2025-01-06 02:45","2024","American Samoa","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","                   1.1","                  30","                   0.0","                   0","                  30"
"2025-01-06 02:45","2024","American Samoa","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","                   0.0","                   2","                   0.0","                   0","                   2"
"2025-01-06 02:45","2024","American Samoa","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, “dental waxes” and dental preparation with a basis of plaster","                   0.0","                   0","                   0.0","                   0","                   0"
